iter	Logloss
267	0.3552620598
268	0.3551799008
269	0.3550884701
270	0.3550843323
271	0.3550026889
272	0.3549735112
273	0.3547826351
274	0.3546656775
275	0.3545336349
276	0.3544812808
277	0.354381129
278	0.3541089262
279	0.3540078308
280	0.3539237415
281	0.3538023409
282	0.3537288394
283	0.3536468351
284	0.3533881043
285	0.3532862029
286	0.3531893732
287	0.3530415239
288	0.3529273931
289	0.3527341111
290	0.3526653593
291	0.3526260596
292	0.3525410942
293	0.3525176908
294	0.3524763372
295	0.3523357747
296	0.3522841708
297	0.3521721514
298	0.3520384016
299	0.3519332151
300	0.3518765609
301	0.3517794327
302	0.3515821029
303	0.3514263815
304	0.3513897692
305	0.3512535157
306	0.3512074747
307	0.3510624822
308	0.3509929719
309	0.3508920634
310	0.3508239167
311	0.3506981501
312	0.3505319057
313	0.3502965182
314	0.3501310705
315	0.349976675
316	0.3498874134
317	0.3496449556
318	0.3496421613
319	0.3496031994
320	0.349399813
321	0.349147698
322	0.3489889559
323	0.3487877545
324	0.3486704041
325	0.348571801
326	0.3485148141
327	0.3484296941
328	0.34826332
329	0.348226241
330	0.3480935278
331	0.348003895
332	0.3478286499
333	0.3477048705
334	0.3475127687
335	0.3473249432
336	0.3471326231
337	0.3470188971
338	0.3470068641
339	0.3469390162
340	0.34685352
341	0.3467504092
342	0.3466009518
343	0.3465017491
344	0.34634692
345	0.3463070032
346	0.3461889361
347	0.34605501
348	0.3458515177
349	0.3457311026
350	0.3456693104
351	0.3455101838
352	0.3453939693
353	0.345244255
354	0.3451299901
355	0.3450147783
356	0.3448610124
357	0.3446163734
358	0.3445152374
359	0.3444797675
360	0.3443744253
361	0.3443689638
362	0.3441217572
363	0.3439828387
364	0.343959674
365	0.3437670755
366	0.3437280205
367	0.3435356692
368	0.3434077674
369	0.3431931536
370	0.3429634056
371	0.3427944377
372	0.342558503
373	0.3424337675
374	0.3422792306
375	0.342119774
376	0.3419304307
377	0.3418983994
378	0.3418193541
379	0.3416953553
380	0.3415595417
381	0.341548119
382	0.3414627837
383	0.3412999054
384	0.3412077102
385	0.3411364561
386	0.3409898095
387	0.3408693999
388	0.3407879979
389	0.3405876812
390	0.3405425807
391	0.3402682317
392	0.3402052901
393	0.3399673205
394	0.3398415363
395	0.3397540651
396	0.3396721882
397	0.3395540984
398	0.3394834236
399	0.3392996111
400	0.3392826563
401	0.3392274971
402	0.3391306197
403	0.3390181348
404	0.3388733457
405	0.338770026
406	0.3387154059
407	0.3386014917
408	0.3385706304
409	0.3384723058
410	0.3383243277
411	0.3381389066
412	0.33803924
413	0.3378789619
414	0.3378309431
415	0.337755505
416	0.3375352981
417	0.3375126129
418	0.3374622169
419	0.3372610001
420	0.3372273998
421	0.3370923929
422	0.3370521475
423	0.3368954052
424	0.3368788988
425	0.3368397057
426	0.3366873435
427	0.336522009
428	0.3364138725
429	0.3363905984
430	0.336257989
431	0.3361776251
432	0.3359856183
433	0.3358442577
434	0.3357612525
435	0.3357003785
436	0.3356893595
437	0.3355496411
438	0.3354803599
439	0.3353798708
440	0.3351765478
441	0.3350187374
442	0.3349005455
443	0.33488274
444	0.3348340635
445	0.3346786593
446	0.3345076573
447	0.3343781332
448	0.3342534273
449	0.3342020552
450	0.3340569152
451	0.3338964569
452	0.333814273
453	0.3337670122
454	0.3336336754
455	0.3335167112
456	0.3334465961
457	0.3333363515
458	0.3331101651
459	0.3329788922
460	0.3329278481
461	0.3328500148
462	0.332708787
463	0.3326640249
464	0.3323970194
465	0.3321991616
466	0.3321398354
467	0.3320455112
468	0.3320030213
469	0.3318497711
470	0.3317337947
471	0.331660716
472	0.331588055
473	0.3315207582
474	0.3313180269
475	0.3312683054
476	0.3312613689
477	0.3311122678
478	0.3311020878
479	0.3310111236
480	0.3309306818
481	0.3308027709
482	0.3307097998
483	0.3305817657
484	0.3305688615
485	0.3304902709
486	0.3304719743
487	0.3303256728
488	0.330297189
489	0.3302235602
490	0.330134654
491	0.330058482
492	0.3299478969
493	0.3299094381
494	0.3298476748
495	0.3298049837
496	0.3297935396
497	0.3297649452
498	0.3297387829
499	0.3296812861
500	0.3295556545
501	0.3294896528
502	0.3293206967
503	0.3292871815
504	0.3292227971
505	0.3290960308
506	0.3290087388
507	0.3288692121
508	0.3287271121
509	0.3286349951
510	0.3286189655
511	0.3286030185
512	0.3284643061
513	0.3283919947
514	0.3283430608
515	0.3282632656
516	0.3282014339
517	0.3281744785
518	0.3280421513
519	0.3279441787
520	0.3278497363
521	0.3276970762
522	0.3276395267
523	0.3276005432
524	0.3275714541
525	0.3275632476
526	0.3274950061
527	0.3274492316
528	0.3274414068
529	0.3273247776
530	0.3271422289
531	0.3270207809
532	0.3268582103
533	0.3267646475
534	0.3266141675
535	0.3263981691
536	0.3262998103
537	0.326263066
538	0.3260278417
539	0.3259482408
540	0.3258543501
541	0.3257056094
542	0.3256927091
543	0.3256074542
544	0.3255574687
545	0.325552301
546	0.3254594076
547	0.3254463933
548	0.3254026859
549	0.325387373
550	0.3252887864
551	0.3251235821
552	0.3250324206
553	0.3249339416
554	0.3248987776
555	0.3248789719
556	0.3248249632
557	0.3247609342
558	0.3247429812
559	0.3246582171
560	0.3245313874
561	0.3245210924
562	0.3243714236
563	0.3243083481
564	0.324275176
565	0.3241923428
566	0.3239839876
567	0.3239490366
568	0.3239300014
569	0.3238223957
570	0.3237462166
571	0.3236423049
572	0.3235589144
573	0.323443062
574	0.3234157907
575	0.3233329265
576	0.3233289529
577	0.3231898906
578	0.3231191654
579	0.3229922191
580	0.3228684941
581	0.3228551004
582	0.3227382507
583	0.3226504793
584	0.3225679171
585	0.3225082915
586	0.3224314766
587	0.3223845521
588	0.322372816
589	0.3223493368
590	0.3223242631
591	0.3222492599
592	0.3221528102
593	0.3220406727
594	0.3219986278
595	0.3219234409
596	0.3219068797
597	0.321891267
598	0.3218137683
599	0.3216841621
600	0.3215275981
601	0.3214322962
602	0.3213376485
603	0.3212998185
604	0.3212709188
605	0.3211603443
606	0.3211343222
607	0.3210298766
608	0.3209164364
609	0.3208023428
610	0.320745355
611	0.3206984173
612	0.3206765525
613	0.3206588465
614	0.3205818787
615	0.3204989979
616	0.3204240139
617	0.3203711133
618	0.3203159767
619	0.3202728478
620	0.3202325393
621	0.3201634449
622	0.3200952793
623	0.3199447659
624	0.319931039
625	0.3198386806
626	0.3197798722
627	0.3197426458
628	0.3197307372
629	0.3197277799
630	0.3196453393
631	0.3195486271
632	0.3195142803
633	0.319503682
634	0.3194365351
635	0.3193831445
636	0.3192940835
637	0.3192476831
638	0.3191048168
639	0.3190393669
640	0.3189191734
641	0.3188235759
642	0.3188192399
643	0.3186958364
644	0.3185614349
645	0.3184290227
646	0.3184057904
647	0.3183583682
648	0.3182872192
649	0.3182318406
650	0.3180792424
651	0.3179791964
652	0.3179140221
653	0.3178752776
654	0.3178317392
655	0.3177351689
656	0.317696922
657	0.3176618111
658	0.3176011624
659	0.3175565745
660	0.3174453826
661	0.3174212122
662	0.3173730189
663	0.3173492081
664	0.3173016062
665	0.3172814434
666	0.3171474688
667	0.3171016845
668	0.3170948885
669	0.3170158615
670	0.316927486
671	0.3168385732
672	0.3167515626
673	0.316710263
674	0.3166296367
675	0.3164856056
676	0.3164162338
677	0.3163518678
678	0.3163338281
679	0.3162905173
680	0.3162142447
681	0.3161220965
682	0.3160593138
683	0.3160187819
684	0.3159744774
685	0.3159663102
686	0.3159348669
687	0.3158497836
688	0.315747736
689	0.315690874
690	0.315658182
691	0.3155052591
692	0.3154910934
693	0.3154295285
694	0.3154044087
695	0.3153662682
696	0.3152703228
697	0.3152276084
698	0.3151207958
699	0.3149993725
700	0.3148900957
701	0.3148577458
702	0.3148292371
703	0.3148074609
704	0.3147177296
705	0.3145926827
706	0.3145266794
707	0.3145120634
708	0.3144266294
709	0.3143480273
710	0.3143387432
711	0.3142295303
712	0.3141538246
713	0.3140687361
714	0.3139921684
715	0.3139617422
716	0.3139450643
717	0.3138545429
718	0.3137845241
719	0.313672995
720	0.3135234931
721	0.3133842624
722	0.3132968377
723	0.3132161374
724	0.3131590996
725	0.3130452636
726	0.3129623742
727	0.312866314
728	0.3127873811
729	0.3127041575
730	0.3126596752
731	0.3125758458
732	0.3124833129
733	0.3124190549
734	0.3124137891
735	0.3123060971
736	0.3121775611
737	0.3121485139
738	0.3120661113
739	0.3119915751
740	0.3119221512
741	0.3118957722
742	0.3118037708
743	0.3116980774
744	0.3116786243
745	0.3115610625
746	0.3114800102
747	0.3114022259
748	0.3112829917
749	0.3112658044
750	0.3112614898
751	0.3112096267
752	0.3111212993
753	0.3110814977
754	0.311020211
755	0.3109530206
756	0.3109283588
757	0.3108965798
758	0.3107604365
759	0.3107449504
760	0.3106099366
761	0.3105132582
762	0.3104312935
763	0.3103333089
764	0.3102535979
765	0.3102436082
766	0.3101336279
767	0.3100236416
768	0.3100036864
769	0.3098843636
770	0.3097901859
771	0.3097498437
772	0.3097115604
773	0.3096397407
774	0.3095816309
775	0.3095105584
776	0.3094125932
777	0.3093331833
778	0.3092747522
779	0.3092114984
780	0.3091201653
781	0.3090684823
782	0.3090487721
783	0.3089952024
784	0.3089792497
785	0.3089045681
786	0.3088658888
787	0.3088015568
788	0.3087581309
789	0.30863547
790	0.3086312782
791	0.3086184266
792	0.3085061131
793	0.3084946847
794	0.3084742612
795	0.3084341729
796	0.3082656547
797	0.3081757946
798	0.3081692136
799	0.3081368202
800	0.3080963806
801	0.3080881526
802	0.3080854217
803	0.307969101
804	0.3078402249
805	0.3076964922
806	0.3076245948
807	0.3075791825
808	0.3075736221
809	0.3075089125
810	0.3073966489
811	0.3072518314
812	0.3071346351
813	0.3070781832
814	0.3069711674
815	0.3068989415
816	0.3068911854
817	0.3068351179
818	0.3067592829
819	0.3067036073
820	0.3066508003
821	0.3065889734
822	0.3065103342
823	0.3064309068
824	0.3063206158
825	0.3062875938
826	0.3062519568
827	0.3062254463
828	0.3060742778
829	0.3059318206
830	0.3058681634
831	0.3058478154
832	0.3058274698
833	0.3057777183
834	0.3057181388
835	0.3057129952
836	0.305607857
837	0.3056021058
838	0.3055779379
839	0.3054864243
840	0.305449024
841	0.3053510362
842	0.3052802432
843	0.305204552
844	0.3051279076
845	0.3050274733
846	0.3049368599
847	0.3048577007
848	0.3048390676
849	0.3048060349
850	0.3046894197
851	0.3045961871
852	0.3045210851
853	0.3044666331
854	0.3043876254
855	0.3043107129
856	0.3042848393
857	0.304201052
858	0.3041620098
859	0.3040736138
860	0.3040204662
861	0.303996462
862	0.3039486862
863	0.3037644495
864	0.3037594695
865	0.3037137444
866	0.3036504679
867	0.3036047993
868	0.3035343451
869	0.3034443686
870	0.3034245963
871	0.3033024876
872	0.3032127646
873	0.303205245
874	0.303175009
875	0.3031673928
876	0.3031167207
877	0.3030948369
878	0.303012201
879	0.3029868624
880	0.3029568169
881	0.3028310564
882	0.3027926149
883	0.3027605806
884	0.302758721
885	0.3026967088
886	0.3026668877
887	0.3026293088
888	0.302590622
889	0.3025483089
890	0.3024641281
891	0.302436063
892	0.3024034677
893	0.3023797235
894	0.3023194411
895	0.3022146312
896	0.3022109561
897	0.3021884626
898	0.3021210745
899	0.3020779526
900	0.3020677755
901	0.3020626763
902	0.3020246414
903	0.3019426972
904	0.3018432059
905	0.3018104779
906	0.3017201175
907	0.3016734678
908	0.3016398404
909	0.3016318714
910	0.3015390071
911	0.3014086268
912	0.3014057403
913	0.3013792934
914	0.3012582101
915	0.3012554122
916	0.3011252673
917	0.3010220932
918	0.30097364
919	0.3009304003
920	0.3008330035
921	0.3007696087
922	0.3006974496
923	0.3006667297
924	0.3006396025
925	0.3006154964
926	0.3005743096
927	0.3004708685
928	0.3004159082
929	0.3003667549
930	0.3003107017
931	0.3002596937
932	0.3001728924
933	0.300171016
934	0.3001333517
935	0.3000848514
936	0.3000819681
937	0.3000149077
938	0.2999725056
939	0.2999309458
940	0.2999263534
941	0.2998350775
942	0.2997879098
943	0.2997657627
944	0.2997506513
945	0.29964522
946	0.2995911158
947	0.2995392326
948	0.2995380804
949	0.2994186886
950	0.299364322
951	0.2992643445
952	0.2992636035
953	0.2992214463
954	0.2991624164
955	0.2990753194
956	0.2990348109
957	0.2989591848
958	0.2989289418
959	0.298828432
960	0.2988038101
961	0.2987673423
962	0.2987661305
963	0.2987420458
964	0.2986438303
965	0.2985394738
966	0.2984589684
967	0.298375149
968	0.2983284511
969	0.2982494974
970	0.2982483113
971	0.2981810337
972	0.2981144589
973	0.2980244353
974	0.2979858385
975	0.2978859911
976	0.2978279083
977	0.2977949905
978	0.2977525917
979	0.2976690896
980	0.297650003
981	0.2975566686
982	0.2975129875
983	0.297411537
984	0.2973930217
985	0.2973724177
986	0.2973636185
987	0.2973005171
988	0.2971790701
989	0.2971511824
990	0.2971008294
991	0.2970989447
992	0.297048566
993	0.2969918447
994	0.2969765645
995	0.296928028
996	0.2968848631
997	0.2968312366
998	0.2967089631
999	0.2966764156
