iter	Passed	Remaining
287	513	1269
288	515	1267
289	517	1265
290	518	1264
291	520	1262
292	522	1260
293	524	1258
294	525	1256
295	527	1254
296	529	1252
297	530	1250
298	532	1249
299	534	1247
300	536	1244
301	537	1243
302	539	1241
303	541	1239
304	543	1237
305	544	1235
306	546	1233
307	548	1231
308	550	1230
309	551	1228
310	553	1226
311	555	1224
312	557	1222
313	558	1220
314	560	1219
315	562	1217
316	564	1215
317	565	1213
318	567	1210
319	568	1208
320	570	1206
321	571	1204
322	573	1202
323	575	1200
324	577	1198
325	578	1196
326	580	1195
327	582	1193
328	584	1191
329	585	1189
330	587	1187
331	589	1186
332	591	1184
333	593	1182
334	595	1181
335	596	1179
336	598	1177
337	600	1175
338	602	1174
339	603	1172
340	605	1170
341	607	1168
342	609	1167
343	611	1165
344	613	1163
345	614	1161
346	616	1160
347	618	1158
348	620	1156
349	621	1154
350	623	1153
351	625	1151
352	627	1149
353	629	1148
354	630	1146
355	632	1144
356	634	1142
357	636	1141
358	638	1139
359	639	1137
360	641	1135
361	643	1133
362	644	1131
363	646	1129
364	648	1127
365	650	1126
366	651	1124
367	653	1122
368	655	1120
369	656	1118
370	658	1116
371	660	1115
372	662	1113
373	663	1111
374	665	1109
375	667	1107
376	669	1105
377	670	1104
378	672	1102
379	674	1100
380	676	1099
381	678	1097
382	679	1095
383	681	1093
384	683	1091
385	684	1089
386	686	1087
387	688	1085
388	690	1084
389	692	1082
390	693	1080
391	695	1078
392	697	1077
393	699	1075
394	701	1073
395	702	1072
396	704	1070
397	706	1068
398	708	1066
399	710	1065
400	711	1063
401	713	1061
402	715	1059
403	717	1058
404	718	1056
405	720	1054
406	722	1052
407	724	1051
408	726	1049
409	727	1047
410	729	1045
411	731	1043
412	733	1042
413	734	1040
414	736	1038
415	738	1036
416	740	1035
417	742	1033
418	744	1031
419	745	1030
420	747	1028
421	749	1026
422	751	1025
423	753	1023
424	755	1021
425	756	1019
426	758	1018
427	760	1016
428	762	1014
429	764	1012
430	765	1011
431	767	1009
432	769	1007
433	771	1006
434	773	1004
435	775	1002
436	776	1000
437	778	999
438	780	997
439	782	995
440	784	993
441	785	992
442	787	990
443	789	988
444	791	986
445	793	985
446	794	983
447	796	981
448	798	979
449	800	977
450	801	976
451	803	974
452	805	972
453	807	970
454	808	968
455	810	966
456	812	965
457	813	963
458	815	961
459	817	959
460	819	958
461	821	956
462	822	954
463	824	952
464	826	951
465	828	949
466	830	947
467	831	945
468	833	943
469	835	942
470	837	940
471	839	938
472	841	937
473	843	935
474	844	933
475	846	932
476	848	930
477	850	928
478	852	926
479	854	925
480	856	923
481	857	922
482	859	920
483	861	918
484	862	916
485	864	914
486	866	912
487	867	910
488	869	908
489	871	907
490	873	905
491	875	903
492	877	901
493	878	900
494	880	898
495	882	896
496	884	894
497	885	892
498	887	891
499	889	889
500	891	887
501	892	885
502	894	883
503	896	882
504	898	880
505	900	878
506	901	876
507	903	875
508	905	873
509	907	871
510	908	869
511	910	868
512	912	866
513	914	864
514	916	862
515	917	860
516	919	858
517	921	857
518	922	855
519	924	853
520	926	851
521	928	849
522	929	848
523	931	846
524	933	844
525	935	842
526	936	840
527	938	839
528	940	837
529	942	835
530	943	833
531	945	831
532	947	829
533	949	828
534	950	826
535	952	824
536	954	822
537	956	821
538	957	819
539	959	817
540	961	815
541	963	814
542	965	812
543	966	810
544	968	808
545	970	806
546	972	805
547	973	803
548	975	801
549	977	799
550	979	797
551	980	796
552	982	794
553	984	792
554	986	790
555	987	788
556	989	787
557	991	785
558	993	783
559	994	781
560	996	780
561	998	778
562	1000	776
563	1002	774
564	1003	772
565	1005	771
566	1007	769
567	1009	767
568	1011	765
569	1012	764
570	1014	762
571	1016	760
572	1018	758
573	1019	756
574	1021	755
575	1023	753
576	1024	751
577	1026	749
578	1028	747
579	1029	745
580	1031	743
581	1032	741
582	1034	739
583	1036	738
584	1037	736
585	1039	734
586	1041	732
587	1043	730
588	1044	729
589	1046	727
590	1048	725
591	1050	724
592	1052	722
593	1054	720
594	1056	718
595	1058	717
596	1059	715
597	1061	713
598	1063	711
599	1065	710
600	1066	708
601	1068	706
602	1070	704
603	1072	703
604	1074	701
605	1076	699
606	1077	697
607	1079	696
608	1081	694
609	1083	692
610	1085	690
611	1086	689
612	1088	687
613	1090	685
614	1092	683
615	1093	681
616	1095	680
617	1097	678
618	1099	676
619	1100	674
620	1102	672
621	1104	671
622	1106	669
623	1108	667
624	1109	665
625	1111	664
626	1113	662
627	1115	661
628	1117	659
629	1119	657
630	1121	655
631	1122	653
632	1124	651
633	1126	650
634	1128	648
635	1129	646
636	1131	644
637	1133	643
638	1135	641
639	1136	639
640	1138	637
641	1140	636
642	1142	634
643	1144	632
644	1146	630
645	1148	629
646	1149	627
647	1151	625
648	1153	623
649	1155	621
650	1156	620
651	1158	618
652	1160	616
653	1162	615
654	1164	613
655	1166	611
656	1168	609
657	1170	608
658	1172	606
659	1173	604
660	1175	602
661	1176	600
662	1178	599
663	1180	597
664	1182	595
665	1183	593
666	1185	591
667	1187	590
668	1189	588
669	1190	586
670	1192	584
671	1194	582
672	1196	581
673	1197	579
674	1199	577
675	1201	575
676	1203	573
677	1204	572
678	1206	570
679	1208	568
680	1210	566
681	1211	565
682	1213	563
683	1214	561
684	1216	559
685	1218	557
686	1220	555
687	1221	554
688	1223	552
689	1225	550
690	1226	548
691	1228	546
692	1230	544
693	1232	543
694	1233	541
695	1235	539
696	1237	537
697	1239	536
698	1240	534
699	1242	532
700	1244	530
701	1245	528
702	1247	527
703	1249	525
704	1251	523
705	1253	521
706	1255	520
707	1256	518
708	1258	516
709	1260	514
710	1262	513
711	1263	511
712	1265	509
713	1267	507
714	1269	505
715	1270	504
716	1272	502
717	1274	500
718	1275	498
719	1277	496
720	1279	495
721	1281	493
722	1282	491
723	1284	489
724	1286	487
725	1287	486
726	1289	484
727	1291	482
728	1293	480
729	1294	478
730	1296	477
731	1298	475
732	1299	473
733	1301	471
734	1303	469
735	1305	468
736	1306	466
737	1308	464
738	1310	462
739	1312	461
740	1313	459
741	1315	457
742	1317	455
743	1319	453
744	1321	452
745	1322	450
746	1324	448
747	1326	446
748	1328	445
749	1329	443
750	1331	441
751	1333	439
752	1335	437
753	1336	436
754	1338	434
755	1340	432
756	1341	430
757	1343	429
758	1345	427
759	1347	425
760	1348	423
761	1350	421
762	1352	419
763	1353	418
764	1355	416
765	1357	414
766	1358	412
767	1360	410
768	1361	409
769	1363	407
770	1365	405
771	1367	403
772	1369	402
773	1370	400
774	1372	398
775	1374	396
776	1376	394
777	1377	393
778	1379	391
779	1381	389
780	1383	387
781	1385	386
782	1386	384
783	1388	382
784	1390	380
785	1392	378
786	1393	377
787	1395	375
788	1397	373
789	1399	371
790	1400	370
791	1402	368
792	1404	366
793	1405	364
794	1407	362
795	1409	361
796	1411	359
797	1413	357
798	1414	355
799	1416	354
800	1418	352
801	1420	350
802	1422	348
803	1423	347
804	1425	345
805	1427	343
806	1429	341
807	1431	340
808	1433	338
809	1434	336
810	1436	334
811	1438	333
812	1440	331
813	1441	329
814	1443	327
815	1445	325
816	1447	324
817	1448	322
818	1450	320
819	1452	318
820	1454	317
821	1455	315
822	1457	313
823	1459	311
824	1461	309
825	1463	308
826	1464	306
827	1466	304
828	1468	302
829	1470	301
830	1472	299
831	1473	297
832	1475	295
833	1477	294
834	1478	292
835	1480	290
836	1482	288
837	1484	286
838	1486	285
839	1487	283
840	1489	281
841	1491	279
842	1493	278
843	1494	276
844	1496	274
845	1498	272
846	1500	270
847	1501	269
848	1503	267
849	1505	265
850	1507	263
851	1508	262
852	1510	260
853	1512	258
854	1514	256
855	1516	255
856	1518	253
857	1519	251
858	1521	249
859	1523	248
860	1525	246
861	1527	244
862	1529	242
863	1531	241
864	1532	239
865	1534	237
866	1536	235
867	1538	233
868	1539	232
869	1542	230
870	1544	228
871	1546	226
872	1547	225
873	1549	223
874	1551	221
875	1553	219
876	1554	218
877	1556	216
878	1558	214
879	1559	212
880	1561	210
881	1563	209
882	1564	207
883	1566	205
884	1568	203
885	1570	202
886	1572	200
887	1573	198
888	1575	196
889	1577	194
890	1579	193
891	1580	191
892	1582	189
893	1584	187
894	1586	186
895	1588	184
896	1590	182
897	1591	180
898	1593	179
899	1595	177
900	1597	175
901	1599	173
902	1600	171
903	1602	170
904	1604	168
905	1606	166
906	1607	164
907	1609	163
908	1611	161
909	1612	159
910	1614	157
911	1615	155
912	1617	154
913	1619	152
914	1621	150
915	1622	148
916	1624	147
917	1626	145
918	1628	143
919	1630	141
920	1631	139
921	1633	138
922	1635	136
923	1636	134
924	1638	132
925	1640	131
926	1641	129
927	1643	127
928	1645	125
929	1647	123
930	1648	122
931	1650	120
932	1652	118
933	1654	116
934	1656	115
935	1657	113
936	1659	111
937	1661	109
938	1662	108
939	1664	106
940	1666	104
941	1668	102
942	1669	100
943	1671	99
944	1673	97
945	1675	95
946	1676	93
947	1678	92
948	1680	90
949	1681	88
950	1683	86
951	1685	85
952	1687	83
953	1689	81
954	1690	79
955	1692	77
956	1694	76
957	1695	74
958	1697	72
959	1698	70
960	1700	69
961	1702	67
962	1703	65
963	1705	63
964	1707	61
965	1708	60
966	1710	58
967	1712	56
968	1714	54
969	1715	53
970	1717	51
971	1719	49
972	1721	47
973	1722	45
974	1724	44
975	1726	42
976	1727	40
977	1729	38
978	1731	37
979	1733	35
980	1734	33
981	1736	31
982	1738	30
983	1740	28
984	1742	26
985	1744	24
986	1745	22
987	1747	21
988	1749	19
989	1751	17
990	1753	15
991	1754	14
992	1756	12
993	1758	10
994	1760	8
995	1762	7
996	1764	5
997	1766	3
998	1768	1
999	1770	0
